
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
13,13,CROWN AVENUE(V378),W M Lai,C H Yip,116,1159,9,11,9 11 12 13 ,1:24.08,330,20-21-311,Class 3,ST,1400M,GOOD,"TURF - ""C"" Course"
14,8,SMART PATCH(B398),A Sanna,P O'Sullivan,124,1226,8,11-1/2,13 12 13 14 ,1:24.17,95,20-21-311,Class 3,ST,1400M,GOOD,"TURF - ""C"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,2,THE FULL BLOOM(V243),Z Purton,C H Yip,132,1090,1,-,9 8 5 1 ,1:23.01,2.2,20-21-313,Class 5,ST,1400M,GOOD,"TURF - ""C+3"" Course"
2,9,TRIUMPHANT LIGHT(T224),G van Niekerk,D E Ferraris,122,1081,5,N,2 5 4 2 ,1:23.05,17,20-21-313,Class 5,ST,1400M,GOOD,"TURF - ""C+3"" Course"
3,1,SAVVY SEVEN(B314),M F Poon,J Moore,130,1089,2,1-1/4,12 10 11 3 ,1:23.19,7.7,20-21-313,Class 5,ST,1400M,GOOD,"TURF - ""C+3"" Course"
4,12,BONITO(V319),H N Wong,L Ho,112,1134,4,1-1/4,11 14 14 4 ,1:23.20,85,20-21-313,Class 5,ST,1400M,GOOD,"TURF - ""C+3"" Course"
5,14,COUR VALANT(P190),A Badel,K L Man,113,1079,10,2-1/2,7 9 10 5 ,1:23.39,105,20-21-313,Class 5,ST,1400M,GOOD,"TURF - ""C+3"" Course"
6,7,DRAGON WARRIOR(V202),D Whyte,K H Ting,123,1210,11,2-3/4,6 3 6 6 ,1:23.45,14,20-21-313,Class 5,ST,1400M,GOOD,"TURF - ""C+3"" Course"
7,3,BEST GIFT(A069),C Y Ho,P F Yiu,128,1043,6,3,8 4 2 7 ,1:23.47,7.7,20-21-313,Class 5,ST,1400M,GOOD,"TURF - ""C+3"" Course"
8,6,STARLOT(V367),M Chadwick,R Gibson,124,1218,7,3,13 11 7 8 ,1:23.49,97,20-21-313,Class 5,ST,1400M,GOOD,"TURF - ""C+3"" Course"
9,5,AMBITIOUS SPEEDY(T063),S de Sousa,Y S Tsui,124,1203,12,4-1/4,5 6 9 9 ,1:23.67,6.3,20-21-313,Class 5,ST,1400M,GOOD,"TURF - ""C+3"" Course"
10,8,GREAT SON(A423),K Teetan,L Ho,123,1037,14,4-1/2,3 2 3 10 ,1:23.72,29,20-21-313,Class 5,ST,1400M,GOOD,"TURF - ""C+3"" Course"
11,11,THE HAPPY BUNCH(B121),N Callan,C S Shum,121,1067,9,4-3/4,4 7 8 11 ,1:23.77,23,20-21-313,Class 5,ST,1400M,GOOD,"TURF - ""C+3"" Course"
12 DH,4,ENJOYABLE SUCCESS(B150),J Moreira,C W Chang,131,1062,13,5,14 13 12 12 ,1:23.80,18,20-21-313,Class 5,ST,1400M,GOOD,"TURF - ""C+3"" Course"
12 DH,13,GOBI STORM(A101),M L Yeung,T P Yung,113,1140,3,5,1 1 1 12 ,1:23.80,20,20-21-313,Class 5,ST,1400M,GOOD,"TURF - ""C+3"" Course"
14,10,HIDDEN SPIRIT(B130),A Sanna,P O'Sullivan,121,1163,8,10-1/4,10 12 13 14 ,1:24.64,63,20-21-313,Class 5,ST,1400M,GOOD,"TURF - ""C+3"" Course"
WV,,HONG KONG'S FOLKS(B063),J Moreira,C W Chang,128,---,---,---,---,---,---,20-21-313,Class 5,ST,1400M,GOOD,"TURF - ""C+3"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,4,JOLLY BANNER(V077),M F Poon,P F Yiu,113,1038,5,-,6 6 1 ,0:56.63,90,20-21-314,Group Three,ST,1000M ,GOOD,"TURF - ""C+3"" Course"
2,5,STYLING CITY(B280),D Whyte,J Moore,115,1167,2,1-1/4,3 5 2 ,0:56.81,3.1,20-21-314,Group Three,ST,1000M ,GOOD,"TURF - ""C+3"" Course"
3,2,WISHFUL THINKER(B180),A Badel,R Gibson,113,1193,6,2-1/4,5 4 3 ,0:56.96,3.7,20-21-314,Group Three,ST,1000M ,GOOD,"TURF - ""C+3"" Course"
4,1,IVICTORY(A257),J Moreira,J Size,133,1061,3,3,2 1 4 ,0:57.12,2.1,20-21-314,Group Three,ST,1000M ,GOOD,"TURF - ""C+3"" Course"
5,3,JUMBO LUCK(V068),H N Wong,K W Lui,113,1204,4,4,4 3 5 ,0:57.25,8.3,20-21-314,Group Three,ST,1000M ,GOOD,"TURF - ""C+3"" Course"
6,6,FABULOUS ONE(T005),M Chadwick,R Gibson,113,1162,1,4-1/4,1 2 6 ,0:57.29,99,20-21-314,Group Three,ST,1000M ,GOOD,"TURF - ""C+3"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,12,EVER STRONG(A275),C Y Ho,K L Man,115,1061,3,-,6 6 1 ,1:08.90,13,20-21-315,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
2,9,BORNTOACHIEVE(T313),S de Sousa,Y S Tsui,120,1137,5,N,1 1 2 ,1:08.95,6.4,20-21-315,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
3,10,NICE KICK(B002),J Moreira,J Size,118,1109,8,1/2,4 4 3 ,1:08.98,5.1,20-21-315,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
4,2,GENEROUS HEART(V394),U Rispoli,C H Yip,132,1115,12,1-3/4,12 12 4 ,1:09.20,13,20-21-315,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
5,7,JOYFUL CONTENDER(B364),Z Purton,R Gibson,124,1114,2,2-1/2,8 7 5 ,1:09.29,3.5,20-21-315,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
6,3,HEARTS KEEPER(N360),H N Wong,D E Ferraris,129,1285,1,2-3/4,5 5 6 ,1:09.33,18,20-21-315,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
7,11,MASSIVE MILLENNIUM(T381),G van Niekerk,T P Yung,117,1211,9,3,11 11 7 ,1:09.36,34,20-21-315,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
8,1,DR PROACTIVE(A345),N Callan,K H Ting,133,1068,6,3-1/4,3 3 8 ,1:09.42,11,20-21-315,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
9,6,BELLA BABY(B365),D Whyte,W Y So,125,1013,10,4,10 8 9 ,1:09.54,52,20-21-315,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
10,4,THIS ONE'S FOR YOU(B428),M L Yeung,K W Lui,129,1194,4,5,9 10 10 ,1:09.68,117,20-21-315,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
11,8,BRAVE BABY(C066),K Teetan,A S Cruz,123,1073,11,7-1/4,2 2 11 ,1:10.06,37,20-21-315,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
12,5,HAVE FUN TOGETHER(B084),M F Poon,F C Lor,127,1084,7,8,7 9 12 ,1:10.17,5,20-21-315,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,9,MONGOLIAN LEGEND(B317),M L Yeung,Y S Tsui,121,1149,8,-,10 9 8 1 ,1:38.59,16,20-21-316,Class 3,ST,1650M,GOOD,ALL WEATHER TRACK
2,8,RIGHT HONOURABLE(A164),A Badel,R Gibson,125,1034,4,SH,7 6 6 2 ,1:38.60,16,20-21-316,Class 3,ST,1650M,GOOD,ALL WEATHER TRACK
3,4,FAMOUS WARRIOR(B219),A Sanna,A S Cruz,128,1171,3,N,4 5 4 3 ,1:38.65,7.5,20-21-316,Class 3,ST,1650M,GOOD,ALL WEATHER TRACK
4,3,TOP LAURELS(A173),Z Purton,K L Man,129,1107,5,1/2,3 4 5 4 ,1:38.66,3.8,20-21-316,Class 3,ST,1650M,GOOD,ALL WEATHER TRACK
5,12,CHUNG WAH SPIRIT(A168),W M Lai,C H Yip,118,1070,9,2,9 8 7 5 ,1:38.91,11,20-21-316,Class 3,ST,1650M,GOOD,ALL WEATHER TRACK
6,1,TANG FLEMING(A067),C Wong,C W Chang,124,1196,1,2-1/4,2 1 1 6 ,1:38.94,6.2,20-21-316,Class 3,ST,1650M,GOOD,ALL WEATHER TRACK
7,5,NUCLEAR POWER(A244),C Y Ho,D J Hall,125,1078,2,2-1/4,5 7 9 7 ,1:38.95,4.3,20-21-316,Class 3,ST,1650M,GOOD,ALL WEATHER TRACK
8,2,GO GO FIRST(B205),M F Poon,P F Yiu,127,1112,6,2-1/4,1 2 2 8 ,1:38.96,21,20-21-316,Class 3,ST,1650M,GOOD,ALL WEATHER TRACK
9,11,IMPERIAL CONCORDE(P425),K Teetan,F C Lor,120,1110,10,2-1/2,11 12 12 9 ,1:38.98,10,20-21-316,Class 3,ST,1650M,GOOD,ALL WEATHER TRACK
10,6,SMART BOY(V076),U Rispoli,T P Yung,126,1199,12,3,12 11 11 10 ,1:39.07,34,20-21-316,Class 3,ST,1650M,GOOD,ALL WEATHER TRACK
11,7,STARSHIP(V379),M Chadwick,P O'Sullivan,126,1164,7,4-1/4,8 10 10 11 ,1:39.28,41,20-21-316,Class 3,ST,1650M,GOOD,ALL WEATHER TRACK
12,10,ELECTRIC LIGHTNING(A189),D Whyte,D E Ferraris,120,1051,11,9-3/4,6 3 3 12 ,1:40.15,37,20-21-316,Class 3,ST,1650M,GOOD,ALL WEATHER TRACK
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,9,GOLDEN FOUR(B225),U Rispoli,C W Chang,120,1018,14,-,14 14 10 1 ,1:22.42,12,20-21-317,Class 4,ST,1400M,GOOD,"TURF - ""C+3"" Course"
2,7,ROYAL RACER(B460),G van Niekerk,C Fownes,121,1093,6,HD,9 8 8 2 ,1:22.45,165,20-21-317,Class 4,ST,1400M,GOOD,"TURF - ""C+3"" Course"
3,6,ALPHA HEDGE(B102),D Whyte,K W Lui,121,1177,7,1/2,7 6 6 3 ,1:22.52,18,20-21-317,Class 4,ST,1400M,GOOD,"TURF - ""C+3"" Course"
4,13,KA YING BRILLIANCE(B115),M L Yeung,T P Yung,117,1148,5,1-1/4,6 7 4 4 ,1:22.61,53,20-21-317,Class 4,ST,1400M,GOOD,"TURF - ""C+3"" Course"
5,3,THE CREATETH(A336),S de Sousa,J Moore,131,1087,9,2-1/2,11 12 12 5 ,1:22.80,7.3,20-21-317,Class 4,ST,1400M,GOOD,"TURF - ""C+3"" Course"
6,4,INTREPIC(A139),N Callan,D J Hall,129,1005,2,2-1/2,4 5 3 6 ,1:22.81,19,20-21-317,Class 4,ST,1400M,GOOD,"TURF - ""C+3"" Course"
7,11,SUPREME WITNESS(A357),K Teetan,A S Cruz,120,1269,1,2-1/2,1 2 1 7 ,1:22.82,6.8,20-21-317,Class 4,ST,1400M,GOOD,"TURF - ""C+3"" Course"
8 DH,1,FLASH FAMOUS(B162),A Badel,F C Lor,132,1126,3,2-1/2,13 13 9 8 ,1:22.84,12,20-21-317,Class 4,ST,1400M,GOOD,"TURF - ""C+3"" Course"
8 DH,12,HURRICANE HUNTER(A123),Z Purton,C H Yip,120,1140,4,2-1/2,10 9 7 8 ,1:22.84,2.1,20-21-317,Class 4,ST,1400M,GOOD,"TURF - ""C+3"" Course"
10,10,MEGATRON(V119),M F Poon,P F Yiu,117,1105,12,5,8 10 11 10 ,1:23.22,139,20-21-317,Class 4,ST,1400M,GOOD,"TURF - ""C+3"" Course"
11,8,CASHIN MINISTER(B158),J Moreira,J Size,120,1065,8,10-3/4,12 11 14 11 ,1:24.13,25,20-21-317,Class 4,ST,1400M,GOOD,"TURF - ""C+3"" Course"
12,5,TOUCH OF LUCK(B376),C Y Ho,W Y So,122,1156,10,14-1/2,3 4 5 12 ,1:24.72,9.1,20-21-317,Class 4,ST,1400M,GOOD,"TURF - ""C+3"" Course"
13,14,LEISURED FEET(A277),H N Wong,W Y So,115,1176,13,18-3/4,2 1 2 13 ,1:25.42,166,20-21-317,Class 4,ST,1400M,GOOD,"TURF - ""C+3"" Course"
14,2,SOCCER MASTER(B452),A Sanna,D E Ferraris,131,1133,11,25,5 3 13 14 ,1:26.43,326,20-21-317,Class 4,ST,1400M,GOOD,"TURF - ""C+3"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,2,WINNING SUPREME(A351),S de Sousa,Y S Tsui,132,1107,12,-,1 1 1 ,1:08.88,8.7,20-21-318,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
2,3,MICKEY RICH(B151),N Callan,P F Yiu,130,1077,10,1-1/2,7 8 2 ,1:09.11,42,20-21-318,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
3,10,DEAL MAKER(B023),G van Niekerk,T P Yung,116,1161,8,1-1/2,11 11 3 ,1:09.12,28,20-21-318,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
4,4,BOND ELEGANCE(A007),J Moreira,J Size,128,1092,9,1-3/4,5 5 4 ,1:09.15,16,20-21-318,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
5,5,HAPPY HAPPY STAR(A011),D Whyte,K L Man,128,1139,7,2-1/2,4 3 5 ,1:09.27,6.7,20-21-318,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
6,8,DR RACE(T284),U Rispoli,D E Ferraris,123,1066,11,2-3/4,9 9 6 ,1:09.31,26,20-21-318,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
7,1,SUPER LEADER(V016),Z Purton,C Fownes,133,1165,6,3-1/4,6 6 7 ,1:09.41,1.7,20-21-318,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
8,11,STAR SUPERIOR(V255),K Teetan,C W Chang,116,1078,2,4-1/4,3 4 8 ,1:09.55,13,20-21-318,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
9,6,GIFT OF LIFELINE(C172),C Murray,A T Millard,125,1017,5,5-1/2,8 7 9 ,1:09.77,16,20-21-318,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
10,9,REAL GIANT(B382),M F Poon,D J Hall,116,1141,3,10-1/4,10 10 10 ,1:10.52,133,20-21-318,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
11,7,GOLDEN EFFORT(A427),A Badel,C S Shum,125,1056,4,10-1/2,2 2 11 ,1:10.55,12,20-21-318,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
WV-A,12,TRAVEL SUCCESSOR(V121),H N Wong,W Y So,113,---,---,---,---,---,---,20-21-318,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,2,DYNAMIC EAGLE(B072),Z Purton,C S Shum,132,1197,14,-,13 13 11 12 1 ,1:48.10,4.6,20-21-319,Class 4,ST,1800M,GOOD,"TURF - ""C+3"" Course"
2,11,HAPPY ROCKY(S147),K Teetan,C W Chang,117,1105,7,1-1/4,8 6 4 4 2 ,1:48.32,17,20-21-319,Class 4,ST,1800M,GOOD,"TURF - ""C+3"" Course"
3,12,LE PANACHE(V369),D Whyte,W Y So,117,1099,2,1-1/2,6 5 6 7 3 ,1:48.33,4.9,20-21-319,Class 4,ST,1800M,GOOD,"TURF - ""C+3"" Course"
4,1,RED ELYSEES(A005),M L Yeung,K L Man,131,1143,4,2,7 8 7 6 4 ,1:48.42,8,20-21-319,Class 4,ST,1800M,GOOD,"TURF - ""C+3"" Course"
5,8,AMAZING AGILITY(V192),H N Wong,L Ho,122,1009,10,3-3/4,14 14 14 14 5 ,1:48.69,33,20-21-319,Class 4,ST,1800M,GOOD,"TURF - ""C+3"" Course"
6,4,BRING IT ON(V407),S de Sousa,C H Yip,131,1151,12,4,1 1 1 1 6 ,1:48.73,6.6,20-21-319,Class 4,ST,1800M,GOOD,"TURF - ""C+3"" Course"
7,10,GOLDEN KID(V232),M Chadwick,K W Lui,121,1093,5,4-1/4,4 4 5 3 7 ,1:48.76,13,20-21-319,Class 4,ST,1800M,GOOD,"TURF - ""C+3"" Course"
8,3,YOU HAVE MY WORD(V149),C Wong,T P Yung,125,1146,1,4-1/2,5 7 8 8 8 ,1:48.84,8.4,20-21-319,Class 4,ST,1800M,GOOD,"TURF - ""C+3"" Course"
9,7,TAI SMART(A366),C Y Ho,F C Lor,124,1249,6,4-3/4,11 11 10 10 9 ,1:48.87,18,20-21-319,Class 4,ST,1800M,GOOD,"TURF - ""C+3"" Course"
10,9,FINE WITH ME(T178),U Rispoli,K H Ting,122,1117,11,5-3/4,10 10 9 9 10 ,1:49.03,62,20-21-319,Class 4,ST,1800M,GOOD,"TURF - ""C+3"" Course"
11,13,JIN JIN KING(A329),A Badel,D J Hall,116,1098,3,5-3/4,2 3 3 2 11 ,1:49.03,12,20-21-319,Class 4,ST,1800M,GOOD,"TURF - ""C+3"" Course"
12,5,PO CHING TREASURE(S388),K C Leung,C Fownes,128,1072,8,8-1/4,3 2 2 5 12 ,1:49.44,40,20-21-319,Class 4,ST,1800M,GOOD,"TURF - ""C+3"" Course"
13,6,GENERAL DINO(A193),N Callan,D E Ferraris,127,1064,13,10-1/4,12 12 13 11 13 ,1:49.74,21,20-21-319,Class 4,ST,1800M,GOOD,"TURF - ""C+3"" Course"
14,14,INVESTOR BOOM(A424),M F Poon,P F Yiu,111,1199,9,11-1/4,9 9 12 13 14 ,1:49.89,90,20-21-319,Class 4,ST,1800M,GOOD,"TURF - ""C+3"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,12,FOLLOW ME(B440),J Moreira,J Size,120,1095,3,-,4 6 5 1 ,1:21.67,1.5,20-21-320,Class 3,ST,1400M,GOOD,"TURF - ""C+3"" Course"
2,14,CORDYCEPS(B070),S de Sousa,K W Lui,115,1174,12,1,6 2 2 2 ,1:21.84,6.1,20-21-320,Class 3,ST,1400M,GOOD,"TURF - ""C+3"" Course"
3,8,SUMSTREETSUMWHERE(B283),Z Purton,L Ho,124,1040,1,2-1/2,7 7 6 3 ,1:22.06,11,20-21-320,Class 3,ST,1400M,GOOD,"TURF - ""C+3"" Course"
4,2,STAR MAJESTIC(S093),K C Leung,P O'Sullivan,132,1124,6,3,10 11 11 4 ,1:22.14,48,20-21-320,Class 3,ST,1400M,GOOD,"TURF - ""C+3"" Course"
5,3,SMART LEADER(B456),C Y Ho,A S Cruz,126,1147,14,3-1/4,13 12 12 5 ,1:22.20,24,20-21-320,Class 3,ST,1400M,GOOD,"TURF - ""C+3"" Course"
6,6,PENANG HALL(T062),N Callan,D J Hall,124,1243,4,3-1/4,9 9 9 6 ,1:22.21,135,20-21-320,Class 3,ST,1400M,GOOD,"TURF - ""C+3"" Course"
7,9,AMAZING(A202),U Rispoli,D E Ferraris,122,1138,10,4,11 10 7 7 ,1:22.30,59,20-21-320,Class 3,ST,1400M,GOOD,"TURF - ""C+3"" Course"
8,4,SUN TOUCH(V266),C Wong,C S Shum,119,1243,5,5,1 1 1 8 ,1:22.46,45,20-21-320,Class 3,ST,1400M,GOOD,"TURF - ""C+3"" Course"
9,7,ROUNDABOUT(T352),S Clipperton,A T Millard,124,1141,13,5-1/2,12 13 13 9 ,1:22.54,63,20-21-320,Class 3,ST,1400M,GOOD,"TURF - ""C+3"" Course"
10,13,ULTIMATE GLORY(S235),M F Poon,K L Man,115,1297,11,6,5 5 3 10 ,1:22.63,21,20-21-320,Class 3,ST,1400M,GOOD,"TURF - ""C+3"" Course"
11,5,VOYAGE KING(B168),K Teetan,F C Lor,125,1131,7,8-1/4,8 8 8 11 ,1:22.98,16,20-21-320,Class 3,ST,1400M,GOOD,"TURF - ""C+3"" Course"
12,10,ENDEARING(V338),D Whyte,J Moore,121,1130,2,8-3/4,2 3 4 12 ,1:23.09,14,20-21-320,Class 3,ST,1400M,GOOD,"TURF - ""C+3"" Course"
13,1,CAMERA FACE(B476),H N Wong,Y S Tsui,130,1111,9,19-3/4,3 4 10 13 ,1:24.85,267,20-21-320,Class 3,ST,1400M,GOOD,"TURF - ""C+3"" Course"
WV-A,11,FANTASTIC FABIO(V364),W M Lai,C H Yip,121,---,---,---,---,---,---,20-21-320,Class 3,ST,1400M,GOOD,"TURF - ""C+3"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,13,KA YING STAR(C198),C Y Ho,A S Cruz,118,1071,5,-,1 1 1 1 ,1:35.31,29,20-21-321,Class 2,ST,1600M,GOOD,"TURF - ""C+3"" Course"
2,3,EASY GO EASY WIN(B112),S de Sousa,J Moore,127,1123,1,1-3/4,3 3 3 2 ,1:35.59,5,20-21-321,Class 2,ST,1600M,GOOD,"TURF - ""C+3"" Course"
3,1,FURORE(C079),K C Leung,F C Lor,129,1102,13,2-1/2,2 2 2 3 ,1:35.69,11,20-21-321,Class 2,ST,1600M,GOOD,"TURF - ""C+3"" Course"
4,12,ENRICHMENT(B457),S Clipperton,J Size,120,1065,2,3-3/4,5 5 7 4 ,1:35.91,6.5,20-21-321,Class 2,ST,1600M,GOOD,"TURF - ""C+3"" Course"
5,2,TIME TO CELEBRATE(A367),J Moreira,J Size,128,1059,12,4,11 11 9 5 ,1:35.93,8.3,20-21-321,Class 2,ST,1600M,GOOD,"TURF - ""C+3"" Course"
6,9,CHARITY GO(B478),Z Purton,C S Shum,123,1025,3,4-1/4,8 7 5 6 ,1:36.01,2.9,20-21-321,Class 2,ST,1600M,GOOD,"TURF - ""C+3"" Course"
7,10,HELENE LEADINGSTAR(C165),K Teetan,A S Cruz,123,1068,6,4-3/4,9 9 11 7 ,1:36.06,45,20-21-321,Class 2,ST,1600M,GOOD,"TURF - ""C+3"" Course"
8,5,FAST MOST FURIOUS(A165),M F Poon,D J Hall,123,1120,9,4-3/4,12 12 13 8 ,1:36.08,25,20-21-321,Class 2,ST,1600M,GOOD,"TURF - ""C+3"" Course"
9,14,CLASSIC BEAUTY(C049),D Whyte,J Moore,118,1101,4,5-1/4,6 6 6 9 ,1:36.14,31,20-21-321,Class 2,ST,1600M,GOOD,"TURF - ""C+3"" Course"
10,7,HEAVENLY THOUGHT(C163),G van Niekerk,F C Lor,125,1069,11,6-1/4,4 4 4 10 ,1:36.29,77,20-21-321,Class 2,ST,1600M,GOOD,"TURF - ""C+3"" Course"
11,8,TIGRE DU TERRE(C118),A Badel,C Fownes,124,1134,8,6-1/4,7 8 8 11 ,1:36.29,13,20-21-321,Class 2,ST,1600M,GOOD,"TURF - ""C+3"" Course"
12,4,MONGOLIAN KING(A098),U Rispoli,Y S Tsui,127,1128,10,6-1/2,13 13 10 12 ,1:36.35,14,20-21-321,Class 2,ST,1600M,GOOD,"TURF - ""C+3"" Course"
13,11,PIKACHU(S298),C Murray,D E Ferraris,122,1154,14,6-1/2,14 14 14 13 ,1:36.35,165,20-21-321,Class 2,ST,1600M,GOOD,"TURF - ""C+3"" Course"
14,6,SICHUAN DAR(T375),C Wong,A T Millard,119,1002,7,7-1/4,10 10 12 14 ,1:36.48,71,20-21-321,Class 2,ST,1600M,GOOD,"TURF - ""C+3"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,10,PROUD SKY(V406),J Moreira,L Ho,118,1057,11,-,6 1 2 2 1 ,1:49.44,2.9,19-20-331,Class 5,ST,1800M,GOOD,"TURF - ""A"" Course"
2,12,SWEET BEAN(S205),M Chadwick,C Fownes,114,1033,12,1/2,7 3 3 3 2 ,1:49.52,20,19-20-331,Class 5,ST,1800M,GOOD,"TURF - ""A"" Course"
3,2,INDIGENOUS STAR(A081),C Y Ho,P F Yiu,128,1043,6,1-1/4,2 4 6 5 3 ,1:49.66,5.2,19-20-331,Class 5,ST,1800M,GOOD,"TURF - ""A"" Course"
4,4,YOUNG GLORY(B292),K Teetan,D E Ferraris,130,1196,13,1-1/2,12 11 8 8 4 ,1:49.67,10,19-20-331,Class 5,ST,1800M,GOOD,"TURF - ""A"" Course"
5,8,THE INVINCIBLE(A191),H T Mo,W Y So,116,1072,1,1-3/4,1 2 1 1 5 ,1:49.72,35,19-20-331,Class 5,ST,1800M,GOOD,"TURF - ""A"" Course"
6,5,FORTUNE PATROL(A245),K C Leung,P O'Sullivan,129,1053,5,1-3/4,10 8 7 6 6 ,1:49.72,7.2,19-20-331,Class 5,ST,1800M,GOOD,"TURF - ""A"" Course"
7,6,MI BLANCO(A186),Z Purton,P O'Sullivan,124,1117,10,3,3 6 9 9 7 ,1:49.91,11,19-20-331,Class 5,ST,1800M,GOOD,"TURF - ""A"" Course"
8,1,RIGHTEOUS MATE(A419),S de Sousa,K W Lui,133,1192,8,5-1/2,11 13 13 11 8 ,1:50.34,7.7,19-20-331,Class 5,ST,1800M,GOOD,"TURF - ""A"" Course"
9,7,JOLLY AMBER(V392),N Callan,P F Yiu,122,1084,2,7-1/4,4 5 4 4 9 ,1:50.59,22,19-20-331,Class 5,ST,1800M,GOOD,"TURF - ""A"" Course"
10,3,POWER MAN(B053),A Sanna,W Y So,130,1108,7,7-1/2,13 10 11 10 10 ,1:50.66,71,19-20-331,Class 5,ST,1800M,GOOD,"TURF - ""A"" Course"
11,13,SINCERE HORSE(A386),M L Yeung,T P Yung,113,1034,4,8-1/2,9 12 12 12 11 ,1:50.79,116,19-20-331,Class 5,ST,1800M,GOOD,"TURF - ""A"" Course"
12,11,SO GENEROUS(V402),W M Lai,C H Yip,116,976,9,10-1/4,8 7 5 7 12 ,1:51.09,70,19-20-331,Class 5,ST,1800M,GOOD,"TURF - ""A"" Course"
13,9,DAZZLE WINNER(V363),M F Poon,Y S Tsui,115,1191,3,14-1/2,5 9 10 13 13 ,1:51.76,14,19-20-331,Class 5,ST,1800M,GOOD,"TURF - ""A"" Course"
WV,14,TRIUMPH(A105),H N Wong,C W Chang,110,---,---,---,---,---,---,19-20-331,Class 5,ST,1800M,GOOD,"TURF - ""A"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,1,MIDNIGHT RATTLER(T371),S de Sousa,J Moore,132,1153,12,-,2 2 1 ,1:09.31,3.5,19-20-332,Class 4,ST,1200M,GOOD,"TURF - ""A"" Course"
2,13,RED HORSE(V334),W M Lai,C H Yip,118,1205,1,N,4 3 2 ,1:09.36,6.3,19-20-332,Class 4,ST,1200M,GOOD,"TURF - ""A"" Course"
3,7,SPLENDOUR AND GOLD(C029),U Rispoli,C H Yip,124,1063,2,1,9 9 3 ,1:09.49,12,19-20-332,Class 4,ST,1200M,GOOD,"TURF - ""A"" Course"
4,5,COBY OPPA(C192),K Teetan,F C Lor,124,1113,10,3-3/4,3 4 4 ,1:09.91,10,19-20-332,Class 4,ST,1200M,GOOD,"TURF - ""A"" Course"
